timestamp,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW
2023-01-01 00:00:00,42799,49969,38725,5608,13090,0,30010,0,2217,2385,1205,1807,-1793,-902,-1058,505,392,1996,0
2023-01-01 01:00:00,41934,49843,37916,5526,13090,0,30010,0,2449,1636,1026,1972,-1821,-864,-1058,507,-517,1998,0
2023-01-01 02:00:00,38858,47640,34911,5383,13090,0,30010,0,2467,183,1209,1798,-1823,-802,-1059,505,-1431,1997,0
2023-01-01 03:00:00,36314,45247,32150,5173,13090,0,30010,0,2445,-1233,1218,1789,-1377,-802,-1059,505,-2050,1987,0
2023-01-01 04:00:00,34459,43529,30157,4975,13090,0,30010,0,2287,-1378,1133,1615,-1634,-802,-1059,504,-2088,1861,0
2023-01-01 05:00:00,34322,44298,29944,4675,13090,0,30010,0,2411,-1374,1857,1791,-1808,-802,-1059,-608,-2088,1929,0
2023-01-01 06:00:00,35863,45708,31439,4382,13090,0,30010,0,2332,-1160,1999,1965,-1759,-855,-1060,-551,-2088,1994,0
2023-01-01 07:00:00,37828,46734,33254,4074,13090,0,30010,0,1182,-1075,2013,1982,-1675,-902,-1059,-824,-2064,1996,0
2023-01-01 08:00:00,40166,47174,35498,3862,13090,104,30010,0,925,-1437,2002,1982,-899,-902,-1060,-831,-1191,1996,0
2023-01-01 09:00:00,43594,47101,38717,3755,13090,1270,30010,0,327,-594,2012,1983,310,-813,-891,140,-276,1996,0
2023-01-01 10:00:00,46917,49393,41598,3686,13090,2324,30010,0,70,-1046,2010,1983,1928,-762,-444,1925,630,1996,0
2023-01-01 11:00:00,50268,52894,44507,3682,13090,2593,30010,0,12,-1302,2010,1982,2007,-844,-570,1998,1521,1994,0
2023-01-01 12:00:00,53966,56519,47857,3565,13090,2164,30010,0,10,-1390,2010,1983,2006,-814,-529,1998,2151,1994,0
2023-01-01 13:00:00,55211,57808,48965,3317,13090,1516,30010,0,10,-1148,2009,1983,2007,-825,-562,1998,2190,1994,0
2023-01-01 14:00:00,56196,58853,49992,2978,13090,727,30010,0,9,-1472,2010,1983,2005,-741,-707,1998,2190,1996,0
2023-01-01 15:00:00,58304,61305,52004,2687,13090,95,30010,0,11,-1653,2010,1984,2006,-770,-1020,1998,2190,1996,0
2023-01-01 16:00:00,62764,65390,56035,2392,13090,0,30010,0,11,-1412,2010,1984,2006,-621,-794,2036,2190,1996,0
2023-01-01 17:00:00,65106,67862,58384,2198,13090,0,30010,0,1,-762,2010,1983,1744,-664,-891,2009,2190,1997,0
2023-01-01 18:00:00,62802,65316,56508,2053,13090,0,30010,0,10,-43,2010,1983,1993,-737,-567,2037,2190,1997,0
2023-01-01 19:00:00,59430,61750,53603,1978,13090,0,30010,0,15,298,2010,1982,2006,-551,-554,2038,2190,1996,0
2023-01-01 20:00:00,56696,58642,51114,1862,13090,0,30010,0,12,472,2010,1983,1996,-485,-249,2038,2190,1997,0
2023-01-01 21:00:00,53181,54734,48017,1770,13090,0,30010,0,11,581,2010,1982,2004,-277,-65,2000,2190,1998,0
2023-01-01 22:00:00,49285,50544,44457,1713,13090,0,30010,0,20,1404,2010,1983,2006,30,-16,1998,2199,1998,0
2023-01-01 23:00:00,44856,46934,40318,1900,13090,0,30011,0,489,1404,2010,1983,2007,-259,-130,1998,2494,1998,0
2023-01-02 00:00:00,44121,46193,39800,2013,13090,0,30012,0,679,2416,2010,1984,2006,-193,0,1998,2514,1998,0
2023-01-02 01:00:00,43189,45395,39138,2045,13090,0,30012,0,949,3467,2010,1983,2006,-39,0,1998,2514,1997,0
2023-01-02 02:00:00,41197,44141,37593,2112,13090,0,30012,0,1687,2350,2010,1984,2005,-57,0,1998,2520,1997,0
2023-01-02 03:00:00,39321,42877,35746,2324,13090,0,30012,0,2197,1195,2010,1982,2006,-159,0,1998,2719,1997,0
2023-01-02 04:00:00,38235,41792,34672,2384,13090,0,30012,0,1783,465,1981,1931,1992,-574,0,1925,2047,1998,0
2023-01-02 05:00:00,38950,41455,35385,2355,13090,0,30012,0,851,1377,1073,1081,1121,-454,0,1677,1391,1999,0
2023-01-02 06:00:00,42422,44090,38495,2180,13090,0,30012,0,204,1479,699,661,962,-264,0,1328,898,1999,0
2023-01-02 07:00:00,46247,48147,42042,2049,13090,0,30012,0,58,1781,314,460,1687,-592,-50,1760,69,1965,0
2023-01-02 08:00:00,50316,52555,45702,1954,13090,159,30012,0,12,2481,134,538,1129,-867,-160,1286,837,1971,0
2023-01-02 09:00:00,53851,56164,48780,1935,13090,2208,30012,0,12,1900,287,805,1939,-902,-199,1328,1729,1999,0
2023-01-02 10:00:00,54923,57439,49499,1978,13090,5237,30012,0,11,1253,967,1549,2006,-902,-403,1975,2482,1999,0
2023-01-02 11:00:00,54553,57098,49028,2072,13090,6872,30012,0,12,766,1346,1060,1711,-902,-431,1080,2737,2000,0
2023-01-02 12:00:00,55519,57825,49917,2089,13090,7108,30012,0,7,881,1080,1516,2000,-902,-197,1965,2728,1998,0
2023-01-02 13:00:00,56056,58151,50490,2038,13090,6128,30012,0,4,1431,932,1000,1780,-877,-14,1533,2750,2000,0
2023-01-02 14:00:00,58496,60229,52971,1907,13090,3795,30012,0,15,2124,1587,1611,1654,-515,-3,1520,2726,1999,0
2023-01-02 15:00:00,63162,64684,57372,1898,13090,763,30012,0,10,2079,591,1178,1764,-197,-115,1914,2107,2000,0
2023-01-02 16:00:00,70881,72085,64534,1988,13090,0,30012,0,4,2672,1952,1945,1345,275,269,2030,2709,1998,0
2023-01-02 17:00:00,75666,76870,69044,2107,13090,0,30012,0,4,3667,2010,1982,1982,757,732,2038,2750,1998,0
2023-01-02 18:00:00,73733,74937,67406,2239,13090,0,30012,0,4,4132,2010,1983,2007,752,719,2038,2744,1998,0
2023-01-02 19:00:00,69554,70766,63601,2422,13090,0,30012,0,12,4041,2010,1983,2006,706,614,2038,2529,1998,0
2023-01-02 20:00:00,64761,65973,59369,2634,13090,0,30012,0,12,4298,2010,1984,2006,615,446,2038,2514,1998,0
2023-01-02 21:00:00,59545,60756,54664,2880,13090,0,30012,0,11,5093,2010,1983,2006,766,653,2000,2514,1997,0
2023-01-02 22:00:00,53630,54841,48938,3081,13090,0,30012,0,11,6190,2008,1981,1945,799,766,1941,2514,1904,0
2023-01-02 23:00:00,47937,49153,43743,3192,13090,0,30015,0,16,6732,1214,1619,1245,800,1008,1652,2514,1993,0
2023-01-03 00:00:00,46806,48135,42946,3442,13090,0,30018,0,129,7900,1310,1538,1292,800,1008,1511,2495,1996,0
2023-01-03 01:00:00,45717,48022,42230,3787,13090,0,30018,0,1105,9463,1142,1324,1171,800,876,1448,1811,1994,0
2023-01-03 02:00:00,43322,46643,40262,4224,13090,0,30018,0,2121,9862,906,1204,1074,800,412,1261,923,1690,0
2023-01-03 03:00:00,41231,44814,38450,4684,13090,0,30018,0,2354,10330,722,974,1347,600,182,478,22,947,0
2023-01-03 04:00:00,39477,44023,36814,5086,13090,0,30018,0,2313,11020,431,166,651,402,22,838,-873,-160,0
2023-01-03 05:00:00,40718,47066,38104,5520,13090,0,30018,0,1564,11942,-1103,-814,953,453,263,978,-1259,-408,0
2023-01-03 06:00:00,47519,50842,44888,5763,13090,0,30018,0,88,11845,-824,-288,1238,66,6,891,-923,78,0
2023-01-03 07:00:00,56188,59875,53373,5934,13090,0,30018,0,58,11594,663,-416,1291,-119,-70,766,-1142,-682,0
2023-01-03 08:00:00,62624,64654,59380,6132,13090,42,30018,0,11,11289,193,305,8,-245,-128,29,-446,723,0
2023-01-03 09:00:00,67233,68656,63435,6238,13090,433,30018,0,11,10516,767,708,738,-188,0,1283,1,1160,0
2023-01-03 10:00:00,69369,70851,64951,6204,13090,737,30018,0,12,9492,1038,1246,1343,-270,0,1153,853,1450,0
2023-01-03 11:00:00,70929,73131,66218,6113,13090,861,30018,0,9,8998,1525,1077,1749,-727,-266,1874,1048,1380,0
2023-01-03 12:00:00,71998,74819,66890,6064,13090,1014,30018,0,10,8068,1798,1528,1998,-900,-711,1985,1225,1411,0
2023-01-03 13:00:00,72119,74844,66625,6022,13090,695,30018,0,9,6685,1728,1524,1848,-887,-629,1590,1285,1920,0
2023-01-03 14:00:00,71147,73316,65613,5973,13090,280,30018,0,13,4895,1996,1274,1320,-763,-193,1566,893,1461,0
2023-01-03 15:00:00,71615,73865,66069,5959,13090,21,30018,0,8,3892,1282,838,1874,-842,-200,1348,63,1975,0
2023-01-03 16:00:00,74467,76611,68740,6134,13090,0,30018,0,16,4186,1905,1607,1777,-777,-151,1754,596,1919,0
2023-01-03 17:00:00,75885,78041,69905,6408,13090,0,30018,0,11,3977,1624,1540,1881,-861,-84,1724,1377,1849,0
2023-01-03 18:00:00,72957,74678,67240,6467,13090,0,30018,0,4,4209,1010,729,1934,-459,-58,1547,1646,1477,0
2023-01-03 19:00:00,68434,69656,63067,6549,13090,0,30018,0,18,4826,1968,1929,2004,141,13,2021,2157,1973,0
2023-01-03 20:00:00,62955,64176,57960,6560,13090,0,30018,0,21,5936,1820,1976,1626,638,66,1844,2167,1996,0
2023-01-03 21:00:00,56901,58145,52526,6782,13090,0,30018,0,44,5941,980,963,890,661,147,670,1326,1993,0
2023-01-03 22:00:00,49781,52993,45669,7122,13090,0,30018,0,740,6192,227,-778,632,729,75,-494,428,1382,0
2023-01-03 23:00:00,43631,50919,40232,7362,13090,0,30021,0,2291,7454,-1517,-34,-741,739,282,-1027,-478,890,0
2023-01-04 00:00:00,41979,50622,39246,7691,13090,0,30024,0,2404,8139,-1470,-328,-1046,795,839,-804,-1391,665,0
2023-01-04 01:00:00,41051,50661,38583,7867,13090,0,30024,0,2561,7922,-831,-1083,-995,611,776,-892,-2048,463,0
2023-01-04 02:00:00,39129,50186,36847,8031,13090,0,30024,0,2542,7793,-1806,-882,-1606,27,812,-873,-2088,662,0
2023-01-04 03:00:00,37637,48886,35546,8132,13090,0,30024,0,2610,8076,-1919,-1199,-1467,-204,995,-562,-2088,461,0
2023-01-04 04:00:00,36608,49189,34894,8137,13090,0,30024,0,2539,10131,-2009,-2016,-975,93,646,-1045,-2069,-728,0
2023-01-04 05:00:00,38458,50788,36677,8251,13090,0,30024,0,2322,11155,-2049,-2037,-787,612,678,-1231,-1401,-1303,0
2023-01-04 06:00:00,45784,51647,43430,8145,13090,0,30024,0,1149,10567,-1788,-672,-216,756,431,728,-497,-341,0
2023-01-04 07:00:00,54906,56642,51771,8018,13090,0,30024,0,168,10081,956,701,674,276,56,940,410,-368,0
2023-01-04 08:00:00,60411,61996,56586,7914,13090,74,30024,0,255,9577,1855,1781,1712,-72,-58,913,1305,1890,0
2023-01-04 09:00:00,62819,64428,58627,7924,13090,950,30024,0,114,8695,2005,1977,1988,-295,0,1866,2138,1996,0
2023-01-04 10:00:00,62895,64610,58464,7959,13090,2155,30024,0,24,8255,2046,1983,1327,-491,0,1995,2190,1996,0
2023-01-04 11:00:00,62646,64392,58051,7944,13090,3034,30024,0,24,8325,2051,1920,802,-522,0,1973,2190,1995,0
2023-01-04 12:00:00,63325,64796,58480,7833,13090,3128,30024,0,14,8418,2012,1981,1112,-257,0,1997,2190,1996,0
2023-01-04 13:00:00,62702,64193,57533,7705,13090,3181,30024,0,11,7073,2056,1982,269,-280,0,1998,2190,1996,0
2023-01-04 14:00:00,63481,64755,58074,7517,13090,1872,30024,0,17,7147,2045,1983,1061,-57,0,1999,2190,1997,0
2023-01-04 15:00:00,65989,67204,60318,7319,13090,365,30024,0,15,6514,1959,1982,1669,0,0,1994,2190,1996,0
2023-01-04 16:00:00,71197,72452,64944,7104,13090,0,30024,0,10,6263,1991,1944,1694,37,-7,2007,2190,1996,0
2023-01-04 17:00:00,73685,75169,67152,6919,13090,0,30024,0,0,5691,2000,1638,1989,-180,-104,2037,2190,1996,0
2023-01-04 18:00:00,71852,73799,65585,6620,13090,0,30024,0,0,4791,2009,1968,2005,-588,-159,2038,2190,1996,0
2023-01-04 19:00:00,68040,70532,62209,6389,13090,0,30024,0,15,5258,2010,1984,2006,-842,-435,2038,2190,1997,0
2023-01-04 20:00:00,63133,66086,57676,6114,13090,0,30024,0,14,4654,2010,1984,2005,-862,-877,2038,2190,1996,0
2023-01-04 21:00:00,57307,60210,52312,5891,13090,0,30024,0,20,4114,2010,1982,2006,-716,-967,2000,2167,1996,0
2023-01-04 22:00:00,51601,54895,47017,5602,13090,0,30024,0,286,2362,2009,1951,1362,-754,-1054,1900,1326,1991,0
2023-01-04 23:00:00,45788,51260,41463,5149,13090,0,30027,0,2103,1621,1554,-213,1795,-902,-1054,509,479,1874,0
2023-01-05 00:00:00,44786,50901,40713,4726,13090,0,30030,0,2363,1604,1995,-198,1485,-902,-1055,318,-397,1992,0
2023-01-05 01:00:00,44359,50733,40442,4301,13090,0,30030,0,2550,991,2010,-186,1445,-902,-1056,1284,-480,1998,0
2023-01-05 02:00:00,43146,49833,39315,3972,13090,0,30030,0,2472,841,2010,433,1803,-902,-1054,709,-1059,1998,0
2023-01-05 03:00:00,41731,47603,37897,3790,13090,0,30030,0,2375,98,2010,126,1808,-902,-1054,170,-341,1996,0
2023-01-05 04:00:00,41572,46255,37696,3438,13090,0,30030,0,1687,-401,2012,-138,1164,-887,-771,42,378,1976,0
2023-01-05 05:00:00,44026,46448,39952,3013,13090,0,30030,0,278,-112,2012,-54,1526,-475,-296,1414,1263,-119,0
2023-01-05 06:00:00,52165,53471,47440,2776,13090,0,30030,0,22,-44,2010,1490,1897,-80,-4,1981,2144,929,0
2023-01-05 07:00:00,61599,63308,56202,2723,13090,0,30030,0,18,144,2010,1590,1706,-491,0,1880,2494,1861,0
2023-01-05 08:00:00,66750,68147,60976,2770,13090,62,30030,0,18,888,2010,1965,1770,-179,0,1994,2514,1990,0
2023-01-05 09:00:00,69080,70293,63010,3148,13090,766,30030,0,13,1011,2010,1853,1299,235,0,1900,2514,1997,0
2023-01-05 10:00:00,69186,70400,62948,3595,13090,1587,30030,0,14,1319,2012,1901,1775,672,0,992,2514,1996,0
2023-01-05 11:00:00,69088,70303,62799,4183,13090,2270,30030,0,15,1911,2008,233,1511,795,251,1426,2514,1996,0
2023-01-05 12:00:00,68777,69991,62631,4755,13090,2112,30030,0,14,3022,2007,61,903,799,454,1354,2499,1896,0
2023-01-05 13:00:00,68009,70460,62216,5203,13090,2017,30030,0,17,6114,1821,-861,-373,798,509,1175,1954,1025,0
2023-01-05 14:00:00,67075,70355,61896,5599,13090,1026,30030,0,27,9416,509,-970,-891,798,498,-192,1076,541,0
2023-01-05 15:00:00,67208,70933,62454,6031,13090,272,30030,0,16,11047,-342,-907,-801,781,333,-459,199,225,0
2023-01-05 16:00:00,71732,76223,66854,6516,13090,0,30030,0,7,11326,-554,-622,-1247,657,281,850,1,-856,0
2023-01-05 17:00:00,73555,77740,68476,6940,13090,0,30030,0,0,10744,-819,-538,-898,205,-35,478,-19,-675,0
2023-01-05 18:00:00,70902,75283,66404,7166,13090,0,30030,0,5,10902,-813,-985,189,25,-1,-362,-305,-703,0
2023-01-05 19:00:00,66385,67599,62327,7276,13090,0,30030,0,14,10322,74,190,710,154,69,984,288,286,0
2023-01-05 20:00:00,61285,62781,57607,7406,13090,0,30030,0,21,10585,1265,936,1286,-86,-189,768,1035,676,0
2023-01-05 21:00:00,55540,56941,52426,7435,13090,0,30030,0,31,10775,809,811,300,-98,-72,650,432,534,0
2023-01-05 22:00:00,49171,52430,46554,7366,13090,0,30030,0,254,11074,-798,-377,320,-59,0,23,-463,-108,0
2023-01-05 23:00:00,43713,52361,41486,7227,13090,0,30033,0,2044,11238,-1918,84,827,10,70,-510,-1374,-1586,0
2023-01-06 00:00:00,42630,52877,40670,7188,13090,0,30036,0,2349,11629,-1943,-1019,856,185,0,-54,-2046,-1636,0
2023-01-06 01:00:00,41758,51795,40032,7019,13090,0,30036,0,2676,12007,-2023,202,213,97,0,-628,-2088,-1422,0
2023-01-06 02:00:00,40066,50619,38586,7004,13090,0,30036,0,2581,11839,-2017,-82,465,-210,0,-455,-2088,-1920,0
2023-01-06 03:00:00,38936,51150,37435,7075,13090,0,30036,0,2612,11681,-2029,-396,-1031,-464,0,-655,-2080,-1747,0
2023-01-06 04:00:00,37579,49504,36326,7051,13090,0,30036,0,2615,9956,-2043,-255,-1199,-698,0,-281,-1797,-1837,0
2023-01-06 05:00:00,39598,48752,38217,7038,13090,0,30036,0,2465,8463,-1347,483,357,-662,-58,-828,-907,-1687,0
2023-01-06 06:00:00,47660,53047,45764,6941,13090,0,30036,0,690,9411,-1917,635,710,-635,-81,466,6,-827,0
2023-01-06 07:00:00,57373,60052,54685,6841,13090,0,30036,0,31,9417,1180,577,1736,-832,-616,697,904,1589,0
2023-01-06 08:00:00,62676,65844,59407,6749,13090,302,30036,0,27,10190,1912,1386,699,-900,-1041,1440,1784,1798,0
2023-01-06 09:00:00,64717,67895,61036,6563,13090,2123,30036,0,22,10043,1998,1949,9,-900,-1056,1941,2168,1988,0
2023-01-06 10:00:00,64511,67666,60641,6396,13090,3958,30036,0,15,10070,2000,1763,1406,-900,-1040,1958,2190,1923,0
2023-01-06 11:00:00,63968,66743,60039,6250,13090,4565,30036,0,14,10100,2000,1055,1932,-879,-682,1997,2190,1994,0
2023-01-06 12:00:00,65020,67085,60692,5929,13090,4364,30036,0,13,9413,1999,1941,1916,-636,-216,1998,2190,1996,0
2023-01-06 13:00:00,64863,66447,60169,5372,13090,3330,30036,0,10,8166,2002,1779,950,-255,-119,1631,2190,1998,0
2023-01-06 14:00:00,65399,66611,60289,4800,13090,1496,30036,0,12,7611,1998,1971,1273,196,71,1700,2167,1998,0
2023-01-06 15:00:00,67757,68961,62017,4533,13090,266,30036,0,4,6150,1808,1476,1539,265,0,1766,1374,1998,0
2023-01-06 16:00:00,72554,73758,66195,4628,13090,0,30036,0,4,5075,1983,1956,1929,392,0,2020,2135,1998,0
2023-01-06 17:00:00,74339,75543,67744,4800,13090,0,30036,0,4,4672,1515,1889,2002,129,0,2038,2190,1993,0
2023-01-06 18:00:00,72138,73341,65976,5033,13090,0,30036,0,3,5300,789,1596,1885,171,0,1903,2190,1598,0
2023-01-06 19:00:00,67359,68572,61743,5434,13090,0,30036,0,13,6102,839,1653,1943,216,0,1767,2190,1932,0
2023-01-06 20:00:00,61487,62846,56421,5869,13090,0,30036,0,17,7040,802,1858,2003,-142,0,1975,2190,1899,0
2023-01-06 21:00:00,55247,57222,50792,6368,13090,0,30036,0,251,6592,1606,623,1667,-466,-58,584,2168,1679,0
2023-01-06 22:00:00,48790,53259,45120,6855,13090,0,30036,0,367,7068,1177,-1051,8,-807,-569,-475,1370,1103,0
2023-01-06 23:00:00,42749,51814,39888,7201,13090,0,30036,0,1666,8925,461,-1452,-1418,-900,-1027,-1402,487,661,0
2023-01-07 00:00:00,41642,52630,39140,7467,13090,0,30036,0,2386,9977,-68,-2020,-1631,-902,-1054,-1697,-13,693,0
2023-01-07 01:00:00,40828,53123,38497,7596,13090,0,30036,0,2356,10026,-59,-2035,-2009,-902,-1054,-2031,-649,961,0
2023-01-07 02:00:00,38247,51541,36296,7644,13090,0,30036,0,2507,9613,241,-2050,-2021,-876,-1054,-2042,-1544,969,0
2023-01-07 03:00:00,36597,49946,34353,7580,13090,0,30036,0,2483,8345,115,-2050,-1813,-702,-1054,-1990,-2057,680,0
2023-01-07 04:00:00,35427,48834,32825,7316,13090,0,30036,0,2452,7226,-218,-2048,-1844,-702,-851,-2021,-2071,647,0
2023-01-07 05:00:00,36384,47479,33422,6893,13090,0,30036,0,2297,6023,0,-1781,-1270,-676,-371,-751,-1448,-1297,0
2023-01-07 06:00:00,39838,46731,36475,6490,13090,0,30036,0,1945,5169,479,-672,-1230,-195,-49,39,-544,-1026,0
2023-01-07 07:00:00,44499,47944,40545,6093,13090,0,30036,0,331,3845,1544,-764,-1016,-62,11,1153,364,-38,0
2023-01-07 08:00:00,50428,51752,45710,5776,13090,9,30036,0,124,3466,1992,958,585,242,91,1971,1263,751,0
2023-01-07 09:00:00,54931,56145,49922,5593,13090,198,30036,0,14,3379,2010,1943,1950,470,11,1998,2135,1946,0
2023-01-07 10:00:00,57227,58431,52019,5702,13090,814,30036,0,4,4692,2010,1982,2004,733,9,1998,2190,1996,0
2023-01-07 11:00:00,58394,59608,53397,5882,13090,1888,30036,0,14,5917,2010,1982,2004,798,407,1998,2190,1995,0
2023-01-07 12:00:00,58514,59936,53946,6076,13090,2924,30036,0,222,6337,2010,1983,2004,798,847,1998,2190,1995,0
2023-01-07 13:00:00,57412,58999,53342,6156,13090,3101,30036,0,387,6685,2010,1983,2004,800,999,1998,2190,1994,0
2023-01-07 14:00:00,56861,58210,52910,6211,13090,1554,30036,0,149,6194,2010,1909,1752,800,820,1998,2190,1996,0
2023-01-07 15:00:00,58172,59392,54461,6222,13090,347,30036,0,20,7336,2010,1977,1947,800,805,1988,2190,1994,0
2023-01-07 16:00:00,62654,63859,58544,6606,13090,0,30036,0,5,9245,2009,1706,1653,800,623,1956,2190,1994,0
2023-01-07 17:00:00,66707,67907,62358,7100,13090,0,30036,0,0,10302,2008,1970,1997,798,538,2035,2190,1994,0
2023-01-07 18:00:00,64810,66014,61092,7458,13090,0,30036,0,4,10440,1998,1936,2006,718,232,2038,2179,1992,0
2023-01-07 19:00:00,60097,61326,56905,7596,13090,0,30036,0,29,10196,2534,1788,1845,348,16,2038,1749,1713,0
2023-01-07 20:00:00,55238,56506,52453,7721,13090,0,30036,0,37,10987,431,749,1030,552,16,1444,878,1342,0
2023-01-07 21:00:00,50714,55443,48020,7831,13090,0,30036,0,30,11856,-1792,-269,-1222,609,96,-163,-26,1057,0
2023-01-07 22:00:00,45943,55197,43674,7900,13090,0,30036,0,886,11643,-2541,-904,-1604,770,539,-1185,-934,617,0
2023-01-07 23:00:00,41921,54090,40090,7977,13090,0,30036,0,2546,11724,-2246,-1745,-551,524,479,-976,-1836,-1069,0
2023-01-08 00:00:00,41933,53772,40057,7940,13090,0,30036,0,2511,12160,-2143,-1637,-485,529,65,-852,-1868,-1143,0
2023-01-08 01:00:00,41269,53547,39456,7712,13090,0,30036,0,2535,11860,-2567,-1528,-214,587,-55,-954,-2074,-1148,0
2023-01-08 02:00:00,39435,53840,37717,7384,13090,0,30036,0,2616,12038,-2912,-1549,-686,770,-458,-1203,-2088,-1693,0
2023-01-08 03:00:00,37464,52020,35935,6965,13090,0,30036,0,2541,11628,-2349,-1796,-1494,799,-513,-1175,-2088,-1400,0
2023-01-08 04:00:00,36396,51194,34911,6538,13090,0,30036,0,2294,11966,-2449,-1710,-1558,800,-503,-1607,-2088,-1389,0
2023-01-08 05:00:00,36969,50547,35349,6375,13090,0,30036,0,2345,11412,-2482,-1794,-885,790,-451,-754,-2088,-1579,0
2023-01-08 06:00:00,39365,53879,37686,6367,13090,0,30036,0,2255,11883,-2756,-2030,-1502,689,-259,-596,-2088,-1828,0
2023-01-08 07:00:00,42226,51230,40530,6388,13090,0,30036,0,1111,11675,-1821,-645,-1483,636,57,-415,-2072,-257,0
2023-01-08 08:00:00,46345,50505,44373,6468,13090,269,30036,0,749,10258,-731,293,188,386,147,548,-1480,399,0
2023-01-08 09:00:00,51218,53067,48645,6572,13090,1952,30036,0,71,9455,657,813,905,125,27,752,-578,1369,0
2023-01-08 10:00:00,54808,56372,51904,6823,13090,2624,30036,0,25,9379,1983,1121,822,-277,-62,1210,331,1785,0
2023-01-08 11:00:00,57809,59993,54470,7021,13090,2784,30036,0,19,10056,1555,1548,1135,-665,-300,1078,1228,1988,0
2023-01-08 12:00:00,59957,62633,56163,7178,13090,2582,30036,0,22,9777,1895,1768,1830,-754,-700,1254,2103,1996,0
2023-01-08 13:00:00,61073,63867,57179,7023,13090,2030,30036,0,68,8826,2960,1975,2003,-798,-728,1973,2189,1994,0
2023-01-08 14:00:00,62322,64822,58115,6522,13090,1365,30036,0,14,7947,3004,1983,2004,-799,-487,1998,2190,1994,0
2023-01-08 15:00:00,64940,67284,60233,5899,13090,376,30036,0,10,7992,3004,1984,2004,-590,-544,1998,2190,1994,0
2023-01-08 16:00:00,70841,73101,65445,5496,13090,1,30036,0,6,7948,3004,1984,2004,-724,-330,2037,2190,1994,0
2023-01-08 17:00:00,74187,76408,67929,5311,13090,0,30036,0,4,6964,3004,1982,2004,-868,-149,2038,2190,1994,0
2023-01-08 18:00:00,72063,73962,65811,4937,13090,0,30036,0,4,6898,3004,1983,2006,-662,-33,2038,2190,1994,0
2023-01-08 19:00:00,68097,69760,62132,4661,13090,0,30036,0,14,7169,3004,1983,2004,-449,33,2038,2190,1994,0
2023-01-08 20:00:00,63964,65449,58326,4533,13090,0,30036,0,12,7343,3004,1984,2004,-240,-33,2038,2190,1996,0
2023-01-08 21:00:00,57894,59242,52847,4547,13090,0,30036,0,35,5210,2999,1984,2005,-29,-21,2001,2167,1994,0
2023-01-08 22:00:00,51701,53848,47546,4485,13090,0,30036,0,362,3439,2262,1968,1954,-536,-49,1807,1337,1812,0
2023-01-08 23:00:00,45939,49277,42261,4438,13090,0,30039,0,1603,2573,1743,985,907,-535,17,839,803,1954,0
2023-01-09 00:00:00,44895,48530,41592,4528,13090,0,30042,0,2349,2247,1275,1326,1226,-58,97,928,1023,1821,0
2023-01-09 01:00:00,44217,47815,40957,4479,13090,0,30042,0,2348,2347,1770,1286,1608,78,-38,1463,647,1989,0
2023-01-09 02:00:00,42082,45631,38940,4461,13090,0,30042,0,2338,3132,1604,1428,1380,153,-11,823,138,1961,0
2023-01-09 03:00:00,40676,44524,37531,4539,13090,0,30042,0,2366,4230,913,904,213,265,0,1026,-282,1556,0
2023-01-09 04:00:00,40055,44745,37017,4651,13090,0,30042,0,2380,5583,-324,471,-308,417,3,310,-478,1395,0
2023-01-09 05:00:00,42923,47436,39707,4865,13090,0,30042,0,958,6960,-675,245,-906,721,141,-655,-119,781,0
2023-01-09 06:00:00,52704,53976,48795,5010,13090,0,30042,0,72,8056,1084,255,548,608,169,263,393,1154,0
2023-01-09 07:00:00,63812,65128,58922,5232,13090,0,30042,0,80,8019,2771,1896,950,51,28,1469,1268,1599,0
2023-01-09 08:00:00,68812,70036,63424,5487,13090,225,30042,0,24,8705,2998,1982,1950,213,43,1958,2136,1941,0
2023-01-09 09:00:00,70519,71754,65035,5852,13090,2101,30042,0,26,8907,3006,1983,1059,20,2,1774,2177,1957,0
2023-01-09 10:00:00,69017,70849,63620,6264,13090,4157,30042,0,15,9139,3006,1983,-564,-2,0,1966,1707,1994,0
2023-01-09 11:00:00,67213,69659,61653,6712,13090,6039,30042,0,13,8939,3006,1983,-1233,174,209,1751,950,1996,0
2023-01-09 12:00:00,66411,68167,60978,6960,13090,5679,30042,0,14,9623,3006,1948,-521,711,47,1655,499,1995,0
2023-01-09 13:00:00,67003,68217,61500,6898,13090,4385,30042,0,14,9428,2938,1783,424,800,170,1497,621,1903,0
2023-01-09 14:00:00,67652,68866,62150,6603,13090,2540,30042,0,14,8810,2999,1849,8,611,127,1758,654,1992,0
2023-01-09 15:00:00,70635,71952,65015,6395,13090,666,30042,0,7,7767,3008,1978,997,49,-72,1036,478,1947,0
2023-01-09 16:00:00,75861,77968,69771,6413,13090,43,30042,0,8,7951,3005,1983,1459,-476,-423,1476,1307,1875,0
2023-01-09 17:00:00,78677,81722,72550,6515,13090,21,30042,0,4,8359,3004,1983,2002,-875,-966,2020,2138,1989,0
