utc_timestamp,ES_solar_profile,GB_GBN_solar_profile,GB_GBN_wind_profile,GB_GBN_wind_offshore_profile,GB_GBN_wind_onshore_profile
2014-12-31T23:00:00Z,,,,,
2015-01-01T00:00:00Z,,,,,
2015-01-01T01:00:00Z,0.010676917,,0.0676,0.029,0.0884
2015-01-01T02:00:00Z,0.010676917,,0.068,0.0296,0.0886
2015-01-01T03:00:00Z,0.00896861,,0.0672,0.0284,0.088
2015-01-01T04:00:00Z,0.007260303,,0.0669,0.0281,0.0877
2015-01-01T05:00:00Z,0.007260303,,0.0662,0.0271,0.0874
2015-01-01T06:00:00Z,0.007473842,,0.066,0.0262,0.0875
2015-01-01T07:00:00Z,0.01153107,,0.0673,0.0274,0.0888
2015-01-01T08:00:00Z,0.158658979,,0.071,0.0315,0.0922
2015-01-01T09:00:00Z,0.431133889,0.0049,0.0723,0.0331,0.0934
2015-01-01T10:00:00Z,0.682682041,0.0236,0.076,0.0352,0.098
2015-01-01T11:00:00Z,0.829596413,0.0202,0.0778,0.0363,0.1002
2015-01-01T12:00:00Z,0.855648089,0.017,0.0829,0.0389,0.1066
2015-01-01T13:00:00Z,0.848387786,0.0138,0.0856,0.0399,0.1101
2015-01-01T14:00:00Z,0.815289344,0.0105,0.0869,0.0408,0.1116
2015-01-01T15:00:00Z,0.659406363,0.0346,0.0876,0.0398,0.1134
2015-01-01T16:00:00Z,0.31326073,0.0193,0.0883,0.0415,0.1135
2015-01-01T17:00:00Z,0.086269485,0.0,0.0888,0.0424,0.1136
2015-01-01T18:00:00Z,0.029681828,0.0,0.0893,0.0442,0.1135
2015-01-01T19:00:00Z,0.021353833,0.0,0.0911,0.0455,0.1157
2015-01-01T20:00:00Z,0.016015375,0.0,0.0923,0.0452,0.1176
2015-01-01T21:00:00Z,0.015801836,0.0,0.0918,0.0435,0.1176
2015-01-01T22:00:00Z,0.011958146,0.0,0.0934,0.044,0.1199
2015-01-01T23:00:00Z,0.01024984,0.0,0.0467,0.022,0.06
2015-01-02T00:00:00Z,0.010463378,0.0,0.0,0.0,0.0
2015-01-02T01:00:00Z,0.01024984,0.0,0.0952,0.0444,0.1225
2015-01-02T02:00:00Z,0.01024984,0.0,0.0945,0.0441,0.1216
2015-01-02T03:00:00Z,0.010036302,0.0,0.0914,0.0427,0.1176
2015-01-02T04:00:00Z,0.010036302,0.0,0.0906,0.0424,0.1166
2015-01-02T05:00:00Z,0.010036302,0.0,0.0894,0.042,0.1148
2015-01-02T06:00:00Z,0.01024984,0.0,0.0878,0.0416,0.1127
2015-01-02T07:00:00Z,0.015588298,0.0,0.0867,0.0412,0.1112
2015-01-02T08:00:00Z,0.172752509,0.0,0.0826,0.0396,0.1057
2015-01-02T09:00:00Z,0.423019432,0.0065,0.0813,0.0389,0.104
2015-01-02T10:00:00Z,0.658125133,0.0816,0.0801,0.0386,0.1024
2015-01-02T11:00:00Z,0.815075806,0.2489,0.0811,0.0386,0.104
2015-01-02T12:00:00Z,0.819133034,0.3272,0.0832,0.0387,0.1072
2015-01-02T13:00:00Z,0.79030536,0.2742,0.0822,0.0377,0.1061
2015-01-02T14:00:00Z,0.742045697,0.237,0.0801,0.0369,0.1033
2015-01-02T15:00:00Z,0.585522101,0.1754,0.0752,0.0368,0.0957
2015-01-02T16:00:00Z,0.273542601,0.0766,0.0635,0.0333,0.0798
2015-01-02T17:00:00Z,0.070040572,0.0011,0.0609,0.032,0.0765
2015-01-02T18:00:00Z,0.034379671,0.0,0.057,0.0296,0.0718
2015-01-02T19:00:00Z,0.026478753,0.0,0.0572,0.0285,0.0726
2015-01-02T20:00:00Z,0.018364296,0.0,0.0604,0.0282,0.0776
2015-01-02T21:00:00Z,0.013239376,0.0,0.0598,0.0257,0.0781
2015-01-02T22:00:00Z,0.013239376,0.0,0.0602,0.0253,0.079
2015-01-02T23:00:00Z,0.013239376,0.0,0.0303,0.0124,0.04
2015-01-03T00:00:00Z,0.013239376,0.0,0.0,0.0,0.0
2015-01-03T01:00:00Z,0.013239376,0.0,0.0594,0.0229,0.0791
2015-01-03T02:00:00Z,0.013239376,0.0,0.0582,0.0229,0.0772
2015-01-03T03:00:00Z,0.0128123,0.0,0.0537,0.0229,0.0703
2015-01-03T04:00:00Z,0.0128123,0.0,0.0507,0.0217,0.0663
2015-01-03T05:00:00Z,0.0128123,0.0,0.0416,0.0186,0.054
2015-01-03T06:00:00Z,0.013025838,0.0,0.0358,0.0171,0.0458
2015-01-03T07:00:00Z,0.018150758,0.0,0.0339,0.014,0.0445
2015-01-03T08:00:00Z,0.172966047,0.0022,0.0335,0.0101,0.0461
2015-01-03T09:00:00Z,0.448644032,0.0056,0.0328,0.0126,0.0436
2015-01-03T10:00:00Z,0.693358958,0.023,0.0284,0.011,0.0378
2015-01-03T11:00:00Z,0.833440102,0.0409,0.0282,0.01,0.0379
2015-01-03T12:00:00Z,0.841768097,0.0644,0.0299,0.0095,0.0409
2015-01-03T13:00:00Z,0.829382874,0.0677,0.0296,0.008,0.0411
2015-01-03T14:00:00Z,0.801195815,0.0582,0.0273,0.0071,0.0382
2015-01-03T15:00:00Z,0.651505445,0.0774,0.0272,0.0088,0.0371
2015-01-03T16:00:00Z,0.315182575,0.034,0.0256,0.0104,0.0338
2015-01-03T17:00:00Z,0.085842409,0.0006,0.0235,0.0129,0.0291
2015-01-03T18:00:00Z,0.025838138,0.0,0.0229,0.0138,0.0278
2015-01-03T19:00:00Z,0.019431988,0.0,0.0216,0.015,0.0251
2015-01-03T20:00:00Z,0.014520606,0.0,0.0217,0.0148,0.0253
2015-01-03T21:00:00Z,0.014520606,0.0,0.0203,0.0147,0.0234
2015-01-03T22:00:00Z,0.014520606,0.0,0.0192,0.0136,0.0222
2015-01-03T23:00:00Z,0.014307068,0.0,0.0091,0.0062,0.0106
2015-01-04T00:00:00Z,0.014520606,0.0,0.0,0.0,0.0
2015-01-04T01:00:00Z,0.014520606,0.0,0.0152,0.0097,0.0181
2015-01-04T02:00:00Z,0.014520606,0.0,0.0149,0.0088,0.0181
2015-01-04T03:00:00Z,0.014520606,0.0,0.0154,0.0084,0.0192
2015-01-04T04:00:00Z,0.014307068,0.0,0.0151,0.0073,0.0193
2015-01-04T05:00:00Z,0.014520606,0.0,0.0151,0.0068,0.0196
2015-01-04T06:00:00Z,0.014734145,0.0,0.0152,0.0066,0.0198
2015-01-04T07:00:00Z,0.018791373,0.0,0.0157,0.0061,0.0209
2015-01-04T08:00:00Z,0.163143284,0.0096,0.0161,0.0058,0.0216
2015-01-04T09:00:00Z,0.44117019,0.0271,0.0169,0.0056,0.023
2015-01-04T10:00:00Z,0.708947256,0.1016,0.0173,0.0052,0.0238
2015-01-04T11:00:00Z,0.832799488,0.1586,0.0191,0.0042,0.0271
2015-01-04T12:00:00Z,0.841554559,0.2172,0.02,0.0039,0.0287
2015-01-04T13:00:00Z,0.836429639,0.1956,0.0213,0.0037,0.0307
2015-01-04T14:00:00Z,0.809950886,0.145,0.023,0.0039,0.0333
2015-01-04T15:00:00Z,0.667734358,0.0905,0.0241,0.0044,0.0346
2015-01-04T16:00:00Z,0.329703182,0.04,0.026,0.0047,0.0374
2015-01-04T17:00:00Z,0.08178518,0.0011,0.0284,0.0052,0.0408
2015-01-04T18:00:00Z,0.029254751,0.0,0.0318,0.0056,0.0458
2015-01-04T19:00:00Z,0.026051676,0.0,0.0322,0.0054,0.0466
2015-01-04T20:00:00Z,0.023489216,0.0,0.0339,0.0049,0.0495
2015-01-04T21:00:00Z,0.023702755,0.0,0.0349,0.0052,0.0508
2015-01-04T22:00:00Z,0.023702755,0.0,0.0365,0.0066,0.0525
2015-01-04T23:00:00Z,0.023275678,0.0,0.0182,0.0033,0.0262
2015-01-05T00:00:00Z,0.018150758,0.0,0.2177,0.1699,0.2432
2015-01-05T01:00:00Z,0.013879991,0.0,0.2344,0.1992,0.2532
2015-01-05T02:00:00Z,0.013879991,0.0,0.2436,0.2244,0.2538
2015-01-05T03:00:00Z,0.013879991,0.0,0.2328,0.2102,0.245
2015-01-05T04:00:00Z,0.013879991,0.0,0.2346,0.2064,0.2497
2015-01-05T05:00:00Z,0.01409353,0.0,0.2264,0.2244,0.2274
2015-01-05T06:00:00Z,0.014307068,0.0,0.227,0.2316,0.2246
2015-01-05T07:00:00Z,0.017723681,0.0,0.2438,0.2378,0.247
2015-01-05T08:00:00Z,0.138586376,0.0022,0.2762,0.3136,0.2562
2015-01-05T09:00:00Z,0.367713004,0.0191,0.2891,0.327,0.2688
2015-01-05T10:00:00Z,0.562887038,0.0672,0.3042,0.3886,0.2592
2015-01-05T11:00:00Z,0.702114029,0.1272,0.3309,0.4245,0.2808
2015-01-05T12:00:00Z,0.732009396,0.1663,0.3148,0.405,0.2666
2015-01-05T13:00:00Z,0.740337391,0.1639,0.3173,0.3762,0.2857
2015-01-05T14:00:00Z,0.729019859,0.1129,0.3173,0.3546,0.2974
2015-01-05T15:00:00Z,0.611146701,0.0616,0.3298,0.3621,0.3124
2015-01-05T16:00:00Z,0.301516122,0.0186,0.3368,0.3767,0.3156
2015-01-05T17:00:00Z,0.080290412,0.0008,0.359,0.4098,0.3318
2015-01-05T18:00:00Z,0.023275678,0.0,0.3551,0.3776,0.343
2015-01-05T19:00:00Z,0.015588298,0.0,0.3614,0.3056,0.3913
2015-01-05T20:00:00Z,0.010036302,0.0,0.3492,0.3245,0.3624
2015-01-05T21:00:00Z,0.008755072,0.0,0.3516,0.3396,0.3581
2015-01-05T22:00:00Z,0.006619688,0.0,0.3441,0.3533,0.3392
2015-01-05T23:00:00Z,0.006619688,0.0,0.3356,0.3518,0.3269
2015-01-06T00:00:00Z,0.006619688,0.0,0.3554,0.394,0.3347
2015-01-06T01:00:00Z,0.006619688,0.0,0.3887,0.4538,0.3538
2015-01-06T02:00:00Z,0.006619688,0.0,0.4242,0.5236,0.3711
2015-01-06T03:00:00Z,0.006619688,0.0,0.4336,0.5598,0.366
2015-01-06T04:00:00Z,0.006619688,0.0,0.4374,0.5495,0.3773
2015-01-06T05:00:00Z,0.006619688,0.0,0.451,0.5984,0.3722
2015-01-06T06:00:00Z,0.007046765,0.0,0.4384,0.6092,0.347
2015-01-06T07:00:00Z,0.010463378,0.0,0.4112,0.6208,0.2992
2015-01-06T08:00:00Z,0.098227632,0.0012,0.428,0.6612,0.3032
2015-01-06T09:00:00Z,0.268844758,0.0145,0.4504,0.7126,0.3102
2015-01-06T10:00:00Z,0.390988682,0.059,0.464,0.668,0.3549
2015-01-06T11:00:00Z,0.458466795,0.1226,0.4698,0.68,0.3575
2015-01-06T12:00:00Z,0.490284006,0.1918,0.4548,0.7316,0.3067
2015-01-06T13:00:00Z,0.492419389,0.234,0.4386,0.6796,0.3097
2015-01-06T14:00:00Z,0.452914798,0.2122,0.4339,0.6966,0.2934
2015-01-06T15:00:00Z,0.33888533,0.1547,0.4138,0.6864,0.268
2015-01-06T16:00:00Z,0.126841768,0.0628,0.3922,0.6444,0.2574
2015-01-06T17:00:00Z,0.019431988,0.0026,0.3613,0.6008,0.2332
2015-01-06T18:00:00Z,0.008755072,0.0,0.3554,0.5808,0.2348
2015-01-06T19:00:00Z,0.007900918,0.0,0.3255,0.5332,0.2144
2015-01-06T20:00:00Z,0.006833227,0.0,0.2984,0.4903,0.1958
2015-01-06T21:00:00Z,0.006833227,0.0,0.3416,0.5274,0.2423
2015-01-06T22:00:00Z,0.006833227,0.0,0.3174,0.4151,0.2652
2015-01-06T23:00:00Z,0.006833227,0.0,0.3338,0.4229,0.2861
2015-01-07T00:00:00Z,0.006833227,0.0,0.351,0.4242,0.3118
2015-01-07T01:00:00Z,0.006833227,0.0,0.3467,0.3926,0.3222
2015-01-07T02:00:00Z,0.006833227,0.0,0.3418,0.3984,0.3116
2015-01-07T03:00:00Z,0.006833227,0.0,0.3524,0.416,0.3184
2015-01-07T04:00:00Z,0.006833227,0.0,0.3622,0.465,0.3073
2015-01-07T05:00:00Z,0.006833227,0.0,0.3802,0.5322,0.2989
2015-01-07T06:00:00Z,0.007260303,0.0,0.4024,0.5658,0.315
2015-01-07T07:00:00Z,0.008541533,0.0,0.4547,0.6426,0.3542
2015-01-07T08:00:00Z,0.075806107,0.0102,0.4999,0.6966,0.3946
2015-01-07T09:00:00Z,0.210121717,0.0331,0.5336,0.7324,0.4273
2015-01-07T10:00:00Z,0.341234252,0.0816,0.547,0.7387,0.4444
2015-01-07T11:00:00Z,0.45526372,0.1154,0.5687,0.7502,0.4716
2015-01-07T12:00:00Z,0.523809524,0.1244,0.5983,0.7838,0.499
2015-01-07T13:00:00Z,0.558189195,0.1188,0.6133,0.8076,0.5092
2015-01-07T14:00:00Z,0.557121503,0.0881,0.6204,0.8329,0.5066
2015-01-07T15:00:00Z,0.468503096,0.0524,0.625,0.8434,0.5082
2015-01-07T16:00:00Z,0.228058937,0.017,0.6518,0.8442,0.5488
2015-01-07T17:00:00Z,0.064702114,0.0004,0.6511,0.828,0.5565
2015-01-07T18:00:00Z,0.015161221,0.0,0.6373,0.8077,0.5461
2015-01-07T19:00:00Z,0.011958146,0.0,0.6334,0.8365,0.5246
2015-01-07T20:00:00Z,0.011317531,0.0,0.6226,0.8372,0.5077
2015-01-07T21:00:00Z,0.011317531,0.0,0.5884,0.8366,0.4556
2015-01-07T22:00:00Z,0.011103993,0.0,0.582,0.8442,0.4418
2015-01-07T23:00:00Z,0.011103993,0.0,0.5567,0.8404,0.405
2015-01-08T00:00:00Z,0.009182148,0.0,0.533,0.847,0.3654
2015-01-08T01:00:00Z,0.00768738,0.0,0.518,0.8394,0.3464
2015-01-08T02:00:00Z,0.00768738,0.0,0.4938,0.8147,0.3225
2015-01-08T03:00:00Z,0.00768738,0.0,0.5029,0.8268,0.33
2015-01-08T04:00:00Z,0.00768738,0.0,0.4968,0.8292,0.3194
2015-01-08T05:00:00Z,0.00768738,0.0,0.4771,0.7816,0.3146
2015-01-08T06:00:00Z,0.008114457,0.0,0.4872,0.682,0.383
2015-01-08T07:00:00Z,0.010036302,0.0,0.4779,0.645,0.3887
2015-01-08T08:00:00Z,0.10356609,0.0004,0.472,0.5669,0.4214
2015-01-08T09:00:00Z,0.289557976,0.0048,0.4414,0.486,0.4176
2015-01-08T10:00:00Z,0.466154175,0.031,0.4151,0.446,0.3985
2015-01-08T11:00:00Z,0.598334401,0.1004,0.4052,0.4518,0.3802
2015-01-08T12:00:00Z,0.656843903,0.2104,0.4368,0.497,0.4047
2015-01-08T13:00:00Z,0.683109118,0.2918,0.4328,0.4574,0.4196
2015-01-08T14:00:00Z,0.668374973,0.2749,0.4566,0.5218,0.4218
2015-01-08T15:00:00Z,0.549220585,0.1665,0.468,0.5579,0.42
2015-01-08T16:00:00Z,0.277599829,0.056,0.5046,0.6831,0.4092
2015-01-08T17:00:00Z,0.069186419,0.0016,0.5152,0.7398,0.3952
2015-01-08T18:00:00Z,0.016442451,0.0,0.5322,0.7828,0.3985
2015-01-08T19:00:00Z,0.013879991,0.0,0.5736,0.8202,0.4419
2015-01-08T20:00:00Z,0.011958146,0.0,0.5701,0.8298,0.4314
2015-01-08T21:00:00Z,0.011958146,0.0,0.532,0.7847,0.3971
2015-01-08T22:00:00Z,0.011744608,0.0,0.5288,0.8058,0.381
2015-01-08T23:00:00Z,0.011744608,0.0,0.459,0.6644,0.3493
2015-01-09T00:00:00Z,0.011744608,0.0,0.4218,0.6105,0.3211
2015-01-09T01:00:00Z,0.01153107,0.0,0.4436,0.7032,0.3052
2015-01-09T02:00:00Z,0.011317531,0.0,0.4541,0.7438,0.2994
2015-01-09T03:00:00Z,0.00896861,0.0,0.4316,0.781,0.2452
2015-01-09T04:00:00Z,0.00768738,0.0,0.426,0.8084,0.2218
2015-01-09T05:00:00Z,0.007473842,0.0,0.4118,0.7833,0.2136
2015-01-09T06:00:00Z,0.007473842,0.0,0.4656,0.8232,0.2748
2015-01-09T07:00:00Z,0.011744608,0.0,0.5192,0.8598,0.3374
2015-01-09T08:00:00Z,0.150330984,0.0024,0.5501,0.8632,0.383
2015-01-09T09:00:00Z,0.403373906,0.0269,0.5648,0.8592,0.4076
2015-01-09T10:00:00Z,0.660901132,0.106,0.5599,0.8408,0.41
2015-01-09T11:00:00Z,0.792654281,0.203,0.5338,0.7785,0.4032
2015-01-09T12:00:00Z,0.833013026,0.2506,0.5276,0.7865,0.3892
2015-01-09T13:00:00Z,0.834294256,0.224,0.5304,0.8101,0.381
2015-01-09T14:00:00Z,0.818492419,0.1432,0.5087,0.8374,0.3333
2015-01-09T15:00:00Z,0.685671578,0.0633,0.4938,0.8372,0.3104
2015-01-09T16:00:00Z,0.346786248,0.0184,0.5211,0.846,0.3478
2015-01-09T17:00:00Z,0.105274397,0.0011,0.555,0.8518,0.3965
2015-01-09T18:00:00Z,0.026692291,0.0,0.5977,0.8537,0.461
2015-01-09T19:00:00Z,0.017296605,0.0,0.6143,0.8556,0.4854
2015-01-09T20:00:00Z,0.014734145,0.0,0.6224,0.8615,0.4946
2015-01-09T21:00:00Z,0.014734145,0.0,0.6092,0.8478,0.4818
2015-01-09T22:00:00Z,0.011958146,0.0,0.5768,0.8255,0.444
2015-01-09T23:00:00Z,0.010036302,0.0,0.5954,0.8333,0.4684
2015-01-10T00:00:00Z,0.010036302,0.0,0.5681,0.8099,0.4391
2015-01-10T01:00:00Z,0.010036302,0.0,0.5558,0.7856,0.4332
2015-01-10T02:00:00Z,0.009822763,0.0,0.5104,0.6998,0.4094
2015-01-10T03:00:00Z,0.009609225,0.0,0.457,0.6494,0.3545
2015-01-10T04:00:00Z,0.006833227,0.0,0.4259,0.6216,0.3216
2015-01-10T05:00:00Z,0.00640615,0.0,0.4334,0.6457,0.3203
2015-01-10T06:00:00Z,0.007473842,0.0,0.492,0.7765,0.3402
2015-01-10T07:00:00Z,0.011958146,0.0,0.5002,0.7874,0.3471
2015-01-10T08:00:00Z,0.140935298,0.0055,0.5396,0.7605,0.4217
2015-01-10T09:00:00Z,0.366645313,0.024,0.541,0.7474,0.431
2015-01-10T10:00:00Z,0.586803331,0.0767,0.5632,0.769,0.4534
2015-01-10T11:00:00Z,0.715353406,0.1472,0.5812,0.7936,0.4679
2015-01-10T12:00:00Z,0.725389707,0.2439,0.6044,0.8264,0.4861
2015-01-10T13:00:00Z,0.713218023,0.2699,0.6096,0.8372,0.4883
2015-01-10T14:00:00Z,0.654494982,0.2558,0.6176,0.8438,0.4968
2015-01-10T15:00:00Z,0.58061072,0.1663,0.61,0.8494,0.4824
2015-01-10T16:00:00Z,0.293828742,0.0556,0.6009,0.8464,0.47
2015-01-10T17:00:00Z,0.079436259,0.0022,0.6003,0.8463,0.4692
2015-01-10T18:00:00Z,0.020286141,0.0,0.5858,0.8442,0.4482
2015-01-10T19:00:00Z,0.014947683,0.0,0.578,0.8379,0.4394
2015-01-10T20:00:00Z,0.011958146,0.0,0.5728,0.8339,0.4336
2015-01-10T21:00:00Z,0.011958146,0.0,0.5654,0.8349,0.4216
2015-01-10T22:00:00Z,0.011744608,0.0,0.5791,0.8356,0.4424
2015-01-10T23:00:00Z,0.011958146,0.0,0.5771,0.8356,0.4392
2015-01-11T00:00:00Z,0.011958146,0.0,0.5536,0.8356,0.4032
2015-01-11T01:00:00Z,0.011958146,0.0,0.5427,0.8388,0.3849
2015-01-11T02:00:00Z,0.011958146,0.0,0.5394,0.8412,0.3786
2015-01-11T03:00:00Z,0.011958146,0.0,0.5389,0.8414,0.3776
2015-01-11T04:00:00Z,0.011958146,0.0,0.5362,0.8404,0.3742
2015-01-11T05:00:00Z,0.011958146,0.0,0.5335,0.8414,0.3694
2015-01-11T06:00:00Z,0.013025838,0.0,0.536,0.8401,0.374
2015-01-11T07:00:00Z,0.016015375,0.0,0.5382,0.8407,0.377
2015-01-11T08:00:00Z,0.117019005,0.0092,0.5295,0.842,0.3629
2015-01-11T09:00:00Z,0.307922272,0.0436,0.5382,0.8428,0.3758
2015-01-11T10:00:00Z,0.488148623,0.1467,0.5694,0.8379,0.4262
2015-01-11T11:00:00Z,0.625880846,0.2418,0.5788,0.8374,0.441
2015-01-11T12:00:00Z,0.665171898,0.278,0.5905,0.8366,0.4594
2015-01-11T13:00:00Z,0.675635277,0.2596,0.5982,0.8388,0.4698
2015-01-11T14:00:00Z,0.662182362,0.1899,0.6082,0.8356,0.487
2015-01-11T15:00:00Z,0.55498612,0.0904,0.6147,0.8314,0.4992
2015-01-11T16:00:00Z,0.291906897,0.0262,0.6151,0.8297,0.5006
2015-01-11T17:00:00Z,0.082852872,0.0012,0.6162,0.8324,0.5008
2015-01-11T18:00:00Z,0.018577835,0.0,0.6214,0.839,0.5054
2015-01-11T19:00:00Z,0.016869528,0.0,0.6227,0.8391,0.5074
2015-01-11T20:00:00Z,0.010890455,0.0,0.6142,0.8392,0.4942
2015-01-11T21:00:00Z,0.010890455,0.0,0.581,0.8388,0.4436
2015-01-11T22:00:00Z,0.010676917,0.0,0.557,0.8375,0.4074
2015-01-11T23:00:00Z,0.010676917,0.0,0.5372,0.8364,0.3778
2015-01-12T00:00:00Z,0.009822763,0.0,0.5252,0.8396,0.3601
2015-01-12T01:00:00Z,0.007260303,0.0,0.5207,0.8258,0.3605
2015-01-12T02:00:00Z,0.007046765,0.0,0.5184,0.8062,0.3671
2015-01-12T03:00:00Z,0.007046765,0.0,0.5127,0.7898,0.367
2015-01-12T04:00:00Z,0.006833227,0.0,0.4858,0.7384,0.353
2015-01-12T05:00:00Z,0.006619688,0.0,0.4804,0.7248,0.3521
2015-01-12T06:00:00Z,0.00768738,0.0,0.4774,0.6599,0.3814
2015-01-12T07:00:00Z,0.009822763,0.0,0.5005,0.6764,0.4081
2015-01-12T08:00:00Z,0.106555627,0.004,0.5409,0.7612,0.425
2015-01-12T09:00:00Z,0.320734572,0.0183,0.566,0.8136,0.436
2015-01-12T10:00:00Z,0.522314755,0.0594,0.5928,0.8318,0.4672
2015-01-12T11:00:00Z,0.654067905,0.0969,0.6012,0.8352,0.4782
2015-01-12T12:00:00Z,0.69827034,0.1194,0.6132,0.8455,0.4912
2015-01-12T13:00:00Z,0.676702968,0.111,0.6206,0.8462,0.502
2015-01-12T14:00:00Z,0.613068546,0.078,0.6088,0.8386,0.488
2015-01-12T15:00:00Z,0.402092676,0.0476,0.5617,0.8109,0.4308
2015-01-12T16:00:00Z,0.148409139,0.0191,0.5038,0.7173,0.3915
2015-01-12T17:00:00Z,0.029041213,0.001,0.4335,0.5697,0.362
2015-01-12T18:00:00Z,0.016228913,0.0,0.4534,0.6078,0.3722
2015-01-12T19:00:00Z,0.013025838,0.0,0.4734,0.6385,0.3866
2015-01-12T20:00:00Z,0.007473842,0.0,0.486,0.6011,0.4256
2015-01-12T21:00:00Z,0.007046765,0.0,0.4839,0.625,0.4098
2015-01-12T22:00:00Z,0.007046765,0.0,0.476,0.6548,0.382
2015-01-12T23:00:00Z,0.006833227,0.0,0.4735,0.6862,0.3618
2015-01-13T00:00:00Z,0.006833227,0.0,0.4845,0.7183,0.3617
2015-01-13T01:00:00Z,0.006833227,0.0,0.5035,0.7782,0.3591
2015-01-13T02:00:00Z,0.006833227,0.0,0.4662,0.7585,0.3126
2015-01-13T03:00:00Z,0.006833227,0.0,0.449,0.7528,0.2894
2015-01-13T04:00:00Z,0.006833227,0.0,0.443,0.7554,0.279
2015-01-13T05:00:00Z,0.006833227,0.0,0.4554,0.7786,0.2857
2015-01-13T06:00:00Z,0.007900918,0.0,0.4884,0.791,0.3295
2015-01-13T07:00:00Z,0.011958146,0.0,0.5052,0.7926,0.3541
2015-01-13T08:00:00Z,0.110185778,0.0036,0.5132,0.7796,0.3732
2015-01-13T09:00:00Z,0.314969037,0.0304,0.4722,0.6688,0.3688
2015-01-13T10:00:00Z,0.487721546,0.1236,0.4164,0.5233,0.3603
2015-01-13T11:00:00Z,0.610079009,0.2129,0.419,0.5162,0.3678
2015-01-13T12:00:00Z,0.686952808,0.2606,0.4276,0.5051,0.3869
2015-01-13T13:00:00Z,0.694640188,0.2278,0.4656,0.586,0.4022
2015-01-13T14:00:00Z,0.65855221,0.2102,0.4999,0.6573,0.4172
2015-01-13T15:00:00Z,0.528507367,0.1264,0.5098,0.7092,0.4052
2015-01-13T16:00:00Z,0.253469998,0.0636,0.5017,0.6996,0.3978
2015-01-13T17:00:00Z,0.064702114,0.0032,0.5165,0.7313,0.4037
2015-01-13T18:00:00Z,0.020926756,0.0,0.5144,0.7536,0.3886
2015-01-13T19:00:00Z,0.017083066,0.0,0.4968,0.626,0.429
2015-01-13T20:00:00Z,0.009395687,0.0,0.4858,0.6852,0.381
2015-01-13T21:00:00Z,0.009395687,0.0,0.5158,0.7592,0.3878
2015-01-13T22:00:00Z,0.007473842,0.0,0.5364,0.7188,0.4405
2015-01-13T23:00:00Z,0.005979073,0.0,0.5293,0.8024,0.3858
2015-01-14T00:00:00Z,0.005979073,0.0,0.5438,0.8294,0.3936
2015-01-14T01:00:00Z,0.005765535,0.0,0.5375,0.8134,0.3925
2015-01-14T02:00:00Z,0.005765535,0.0,0.5248,0.7667,0.3978
2015-01-14T03:00:00Z,0.005765535,0.0,0.5068,0.752,0.378
2015-01-14T04:00:00Z,0.005765535,0.0,0.4972,0.7791,0.349
2015-01-14T05:00:00Z,0.005765535,0.0,0.5016,0.8174,0.3356
2015-01-14T06:00:00Z,0.006833227,0.0,0.523,0.8278,0.3628
2015-01-14T07:00:00Z,0.008327995,0.0,0.5568,0.8346,0.4107
2015-01-14T08:00:00Z,0.087764254,0.0088,0.5532,0.8141,0.4162
2015-01-14T09:00:00Z,0.268631219,0.0481,0.5806,0.8306,0.4494
2015-01-14T10:00:00Z,0.418535127,0.1756,0.5812,0.8322,0.4492
2015-01-14T11:00:00Z,0.529575059,0.3088,0.5713,0.8286,0.4362
2015-01-14T12:00:00Z,0.573991031,0.3819,0.5676,0.8192,0.4353
2015-01-14T13:00:00Z,0.57292334,0.347,0.5536,0.8009,0.4238
2015-01-14T14:00:00Z,0.516762759,0.2502,0.5524,0.8026,0.421
2015-01-14T15:00:00Z,0.427717275,0.1413,0.5526,0.7847,0.4306
2015-01-14T16:00:00Z,0.193252189,0.0442,0.5648,0.8053,0.4384
2015-01-14T17:00:00Z,0.045483664,0.0018,0.5703,0.7722,0.4642
2015-01-14T18:00:00Z,0.023916293,0.0,0.595,0.79,0.4925
2015-01-14T19:00:00Z,0.016869528,0.0,0.5878,0.8038,0.4744
2015-01-14T20:00:00Z,0.006833227,0.0,0.5802,0.8046,0.4623
2015-01-14T21:00:00Z,0.006619688,0.0,0.606,0.7371,0.537
2015-01-14T22:00:00Z,0.006619688,0.0,0.5692,0.8039,0.446
2015-01-14T23:00:00Z,0.006619688,0.0,0.5774,0.7654,0.4785
2015-01-15T00:00:00Z,0.006619688,0.0,0.5771,0.7887,0.4658
2015-01-15T01:00:00Z,0.006619688,0.0,0.557,0.7302,0.466
2015-01-15T02:00:00Z,0.006619688,0.0,0.5666,0.7241,0.4839
2015-01-15T03:00:00Z,0.006619688,0.0,0.5616,0.7018,0.488
2015-01-15T04:00:00Z,0.006619688,0.0,0.5586,0.7163,0.4758
2015-01-15T05:00:00Z,0.006619688,0.0,0.5662,0.7694,0.4594
2015-01-15T06:00:00Z,0.007046765,0.0,0.5671,0.7692,0.4609
2015-01-15T07:00:00Z,0.010676917,0.0,0.5609,0.7796,0.446
2015-01-15T08:00:00Z,0.120008542,0.0048,0.5364,0.7781,0.4094
2015-01-15T09:00:00Z,0.285287209,0.0258,0.5251,0.7902,0.3859
2015-01-15T10:00:00Z,0.423660047,0.1023,0.5038,0.7792,0.359
2015-01-15T11:00:00Z,0.488362161,0.2066,0.5354,0.6894,0.4545
2015-01-15T12:00:00Z,0.485586163,0.2844,0.5625,0.5947,0.5455
